ITERATION	TESTCASE	DESCRIPTION	TRACKID	STARTDATE	ENDDATE	TASK	COUNTERS	VALUE(ms)	SIZE	NAME	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.06,58	09.55.06,62	RESOURCE	NETWORK	34	39349	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,237,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.06,58	09.55.06,63	RESOURCE	NETWORK	45	39349	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,243,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.06,58	09.55.06,62	RESOURCE	NETWORK	39	16002	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,239,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.06,84	09.55.06,85	RESOURCE	NETWORK	11	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,245,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.06,84	09.55.06,86	RESOURCE	NETWORK	13	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,247,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.06,85	09.55.06,86	RESOURCE	NETWORK	19	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,249,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.06,85	09.55.06,87	RESOURCE	NETWORK	20	44455	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,248,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.06,85	09.55.06,87	RESOURCE	NETWORK	28	1571	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,251,1?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.06,85	09.55.06,87	RESOURCE	NETWORK	24	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,254,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.06,85	09.55.06,87	RESOURCE	NETWORK	26	29118	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,255,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,08	09.55.07,09	RESOURCE	NETWORK	14	60387	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,258,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,08	09.55.07,10	RESOURCE	NETWORK	18	14821	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,262,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,08	09.55.07,11	RESOURCE	NETWORK	29	31392	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,265,1?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,08	09.55.07,11	RESOURCE	NETWORK	31	39661	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,267,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,08	09.55.07,11	RESOURCE	NETWORK	33	36058	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,279,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,08	09.55.07,12	RESOURCE	NETWORK	44	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,282,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,08	09.55.07,13	RESOURCE	NETWORK	46	28985	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,284,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,08	09.55.07,13	RESOURCE	NETWORK	49	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,285,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,08	09.55.07,13	RESOURCE	NETWORK	53	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,286,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,08	09.55.07,14	RESOURCE	NETWORK	54	21926	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,287,1?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,08	09.55.07,15	RESOURCE	NETWORK	64	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,288,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,08	09.55.07,15	RESOURCE	NETWORK	68	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,289,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,08	09.55.07,16	RESOURCE	NETWORK	72	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,290,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,30	09.55.07,31	RESOURCE	NETWORK	11	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,292,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,30	09.55.07,31	RESOURCE	NETWORK	13	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,293,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,30	09.55.07,32	RESOURCE	NETWORK	16	19838	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,294,1?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,30	09.55.07,32	RESOURCE	NETWORK	17	22295	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,295,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,30	09.55.07,32	RESOURCE	NETWORK	21	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,296,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,30	09.55.07,32	RESOURCE	NETWORK	24	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,297,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,30	09.55.07,33	RESOURCE	NETWORK	25	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,298,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,30	09.55.07,34	RESOURCE	NETWORK	35	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,299,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,30	09.55.07,34	RESOURCE	NETWORK	33	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,300,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,30	09.55.07,34	RESOURCE	NETWORK	34	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,301,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,30	09.55.07,35	RESOURCE	NETWORK	47	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,302,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,30	09.55.07,35	RESOURCE	NETWORK	48	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,303,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,30	09.55.07,36	RESOURCE	NETWORK	59	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,304,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,50	09.55.07,51	RESOURCE	NETWORK	9	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,305,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,50	09.55.07,51	RESOURCE	NETWORK	12	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,306,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,50	09.55.07,52	RESOURCE	NETWORK	21	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,307,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,50	09.55.07,52	RESOURCE	NETWORK	22	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,308,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,50	09.55.07,53	RESOURCE	NETWORK	24	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,309,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,50	09.55.07,53	RESOURCE	NETWORK	25	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,311,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,50	09.55.07,53	RESOURCE	NETWORK	26	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,310,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,50	09.55.07,53	RESOURCE	NETWORK	25	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,312,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,50	09.55.07,53	RESOURCE	NETWORK	29	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,313,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,51	09.55.07,54	RESOURCE	NETWORK	31	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,317,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,51	09.55.07,54	RESOURCE	NETWORK	33	30411	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,318,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,65	09.55.07,67	RESOURCE	NETWORK	15	22753	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,319,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,65	09.55.07,67	RESOURCE	NETWORK	16	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,321,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,65	09.55.07,68	RESOURCE	NETWORK	23	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,322,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,65	09.55.07,68	RESOURCE	NETWORK	31	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,323,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,65	09.55.07,69	RESOURCE	NETWORK	33	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,324,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.07,69	09.55.07,82	RESOURCE	NETWORK	136	24735	http://vmtestbaring:20200/server/api/ClientWebDesktop	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,02	RESOURCE	NETWORK	11	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,325,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,02	RESOURCE	NETWORK	15	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,326,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,03	RESOURCE	NETWORK	19	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,327,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,03	RESOURCE	NETWORK	19	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,328,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,03	RESOURCE	NETWORK	24	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,329,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,04	RESOURCE	NETWORK	34	21655	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,331,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,05	RESOURCE	NETWORK	36	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,330,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,05	RESOURCE	NETWORK	40	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,333,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,05	RESOURCE	NETWORK	39	15375	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,334,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,06	RESOURCE	NETWORK	47	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,336,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,06	RESOURCE	NETWORK	51	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,335,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,06	RESOURCE	NETWORK	48	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,337,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,07	RESOURCE	NETWORK	55	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,338,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,07	RESOURCE	NETWORK	56	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,339,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,07	RESOURCE	NETWORK	60	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,340,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,08	RESOURCE	NETWORK	70	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,342,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,01	09.55.08,09	RESOURCE	NETWORK	72	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,341,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,02	09.55.08,09	RESOURCE	NETWORK	73	31337	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,345,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,02	09.55.08,09	RESOURCE	NETWORK	77	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,343,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,02	09.55.08,10	RESOURCE	NETWORK	80	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,344,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,02	09.55.08,10	RESOURCE	NETWORK	81	3124	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,346,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,02	09.55.08,10	RESOURCE	NETWORK	83	23030	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,347,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,49	09.55.08,50	RESOURCE	NETWORK	13	33953	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,348,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,49	09.55.08,51	RESOURCE	NETWORK	21	4195	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,349,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.08,49	09.55.08,51	RESOURCE	NETWORK	22	20008	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,350,0?t	
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.01,92	09.55.08,51	LOG	REQTIME	6594	0		
1	PLM	17.00 - Scroll down about 1000 records	0	09.55.23,63	09.55.24,08	LOG	TOTAL	453	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.27,49	09.55.27,64	RESOURCE	NETWORK	154	21490	http://vmtestbaring:20200/server/api/ClientWebDesktop	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.29,42	09.55.29,53	RESOURCE	NETWORK	115	25535	http://vmtestbaring:20200/server/api/ClientWebDesktop	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.30,35	09.55.30,36	RESOURCE	NETWORK	8	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,839,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.30,62	09.55.30,63	RESOURCE	NETWORK	9	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,837,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.31,32	09.55.31,33	RESOURCE	NETWORK	11	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,787,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.31,72	09.55.31,73	RESOURCE	NETWORK	10	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,762,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.31,74	09.55.31,89	RESOURCE	NETWORK	153	27551	http://vmtestbaring:20200/server/api/ClientWebDesktop	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.32,92	09.55.32,93	RESOURCE	NETWORK	12	29210	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,712,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.32,92	09.55.32,94	RESOURCE	NETWORK	15	32396	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,713,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,11	09.55.33,12	RESOURCE	NETWORK	11	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,697,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,11	09.55.33,12	RESOURCE	NETWORK	11	29210	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,699,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,11	09.55.33,12	RESOURCE	NETWORK	12	36138	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,700,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,11	09.55.33,12	RESOURCE	NETWORK	15	36830	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,703,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,11	09.55.33,12	RESOURCE	NETWORK	15	29616	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,705,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,11	09.55.33,13	RESOURCE	NETWORK	23	29660	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,706,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,31	09.55.33,32	RESOURCE	NETWORK	10	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,687,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,46	09.55.33,47	RESOURCE	NETWORK	11	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,668,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,46	09.55.33,47	RESOURCE	NETWORK	10	33457	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,677,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,47	09.55.33,49	RESOURCE	NETWORK	22	40299	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,682,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,70	09.55.33,71	RESOURCE	NETWORK	9	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,665,1?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,72	09.55.33,85	RESOURCE	NETWORK	124	25027	http://vmtestbaring:20200/server/api/ClientWebDesktop	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,98	09.55.33,99	RESOURCE	NETWORK	9	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,634,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,98	09.55.34,00	RESOURCE	NETWORK	19	34005	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,636,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,98	09.55.34,00	RESOURCE	NETWORK	19	34005	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,639,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,98	09.55.34,00	RESOURCE	NETWORK	22	34752	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,642,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.33,98	09.55.34,01	RESOURCE	NETWORK	27	36957	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,649,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.34,47	09.55.34,48	RESOURCE	NETWORK	12	37118	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,621,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.34,47	09.55.34,49	RESOURCE	NETWORK	25	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,623,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.34,47	09.55.34,50	RESOURCE	NETWORK	34	32426	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,624,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.34,47	09.55.34,52	RESOURCE	NETWORK	58	30261	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,625,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.34,47	09.55.34,55	RESOURCE	NETWORK	78	38274	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,626,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.34,83	09.55.34,85	RESOURCE	NETWORK	14	34593	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,608,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.34,84	09.55.34,85	RESOURCE	NETWORK	15	48277	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,610,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.34,84	09.55.34,86	RESOURCE	NETWORK	26	38500	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,611,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.35,11	09.55.35,12	RESOURCE	NETWORK	10	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,592,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.35,11	09.55.35,12	RESOURCE	NETWORK	10	31067	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,594,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.35,11	09.55.35,12	RESOURCE	NETWORK	12	31999	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,596,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.35,11	09.55.35,12	RESOURCE	NETWORK	14	35274	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,598,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.35,11	09.55.35,12	RESOURCE	NETWORK	17	36671	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,599,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.35,11	09.55.35,13	RESOURCE	NETWORK	19	32537	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,600,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.35,11	09.55.35,13	RESOURCE	NETWORK	26	30657	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,601,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.35,11	09.55.35,14	RESOURCE	NETWORK	28	29243	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,603,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.35,11	09.55.35,15	RESOURCE	NETWORK	43	32513	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,604,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.35,36	09.55.35,37	RESOURCE	NETWORK	10	39971	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,580,2?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.35,36	09.55.35,37	RESOURCE	NETWORK	12	34583	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,583,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.35,36	09.55.35,37	RESOURCE	NETWORK	15	31379	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,587,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.35,36	09.55.35,38	RESOURCE	NETWORK	18	31507	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,585,0?t	
1	PLM	18.00 - Open the left menu for the "Scalability Test" (ID=15, Code=000000000100015) and navigate to the "Main" page	0	09.55.35,60	09.55.35,61	RESOURCE	NETWORK	11	0	http://vmtestbaring:20200/server/PLM/Images/Icon/MODIMG,562,0?t	
